anio;jurisdiccion;empresa
11/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
11/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
11/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
11/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
11/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
11/2017;MUNICIPAL;"LA CABAÑA S.A."
11/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
11/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
11/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
11/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
11/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
11/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
11/2017;MUNICIPAL;"LINEA SESENTA SA"
11/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
11/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
11/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
11/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
11/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
11/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
11/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
11/2017;MUNICIPAL;"MICROEXPRES S.A."
11/2017;MUNICIPAL;"NUEVO IDEAL S.A."
11/2017;MUNICIPAL;"PILAR BUS S.A"
11/2017;MUNICIPAL;"RUTA BUS S.A."
11/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
11/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
11/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
11/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
11/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
11/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
11/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
11/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
11/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
11/2017;MUNICIPAL;"UNION PLATENSE SRL"
11/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
11/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
11/2017;MUNICIPAL;"UTENOR SA L 722"
11/2017;MUNICIPAL;"YITOS S.A."
10/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
10/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
10/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
10/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
10/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
10/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
10/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
10/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
10/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
10/2017;MUNICIPAL;"EL URBANO SRL"
10/2017;MUNICIPAL;"EMPRESA 501 SA"
10/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
10/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
10/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
10/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
10/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
10/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
10/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
10/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
10/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
10/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
10/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
10/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
10/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
10/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
10/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
10/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
10/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
10/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
10/2017;MUNICIPAL;"LA CABAÑA S.A."
10/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
10/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
10/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
10/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
10/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
10/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
10/2017;MUNICIPAL;"LINEA SESENTA SA"
10/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
10/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
10/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
10/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
10/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
10/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
10/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
10/2017;MUNICIPAL;"MICROEXPRES S.A."
10/2017;MUNICIPAL;"NUEVO IDEAL S.A."
10/2017;MUNICIPAL;"PILAR BUS S.A"
10/2017;MUNICIPAL;"RUTA BUS S.A."
10/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
10/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
10/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
10/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
10/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
10/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
10/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
10/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
10/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
10/2017;MUNICIPAL;"UNION PLATENSE SRL"
10/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
10/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
10/2017;MUNICIPAL;"UTENOR SA L 722"
10/2017;MUNICIPAL;"YITOS S.A."
09/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
09/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
09/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
09/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
09/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
09/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
09/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
09/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
09/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
09/2017;MUNICIPAL;"EL URBANO SRL"
09/2017;MUNICIPAL;"EMPRESA 501 SA"
09/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
09/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
09/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
09/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
09/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
09/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
09/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
09/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
09/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
09/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
09/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
09/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
09/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
09/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
09/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
09/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
09/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
09/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
09/2017;MUNICIPAL;"LA CABAÑA S.A."
09/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
09/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
09/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
09/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
09/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
09/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
09/2017;MUNICIPAL;"LINEA SESENTA SA"
09/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
09/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
09/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
09/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
09/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
09/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
09/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
09/2017;MUNICIPAL;"MICROEXPRES S.A."
09/2017;MUNICIPAL;"NUEVO IDEAL S.A."
09/2017;MUNICIPAL;"PILAR BUS S.A"
09/2017;MUNICIPAL;"RUTA BUS S.A."
09/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
09/2017;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
09/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
09/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
09/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
09/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
09/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
09/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
09/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
09/2017;MUNICIPAL;"UNION PLATENSE SRL"
09/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
09/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
09/2017;MUNICIPAL;"UTENOR SA L 722"
09/2017;MUNICIPAL;"YITOS S.A."
08/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
08/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
08/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
08/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
08/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
08/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
08/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
08/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
08/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
08/2017;MUNICIPAL;"EL URBANO SRL"
08/2017;MUNICIPAL;"EMPRESA 501 SA"
08/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
08/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
08/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
08/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
08/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
08/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
08/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
08/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
08/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
08/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
08/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
08/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
08/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
08/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
08/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
08/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
08/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
08/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
08/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
08/2017;MUNICIPAL;"LA CABAÑA S.A."
08/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
08/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
08/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
08/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
08/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
08/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
08/2017;MUNICIPAL;"LINEA SESENTA SA"
08/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
08/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
08/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
08/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
08/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
08/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
08/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
08/2017;MUNICIPAL;"MICROEXPRES S.A."
08/2017;MUNICIPAL;"NUEVO IDEAL S.A."
08/2017;MUNICIPAL;"PILAR BUS S.A"
08/2017;MUNICIPAL;"RUTA BUS S.A."
08/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
08/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
08/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
08/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
08/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
08/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
08/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
08/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
08/2017;MUNICIPAL;"UNION PLATENSE SRL"
08/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
08/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
08/2017;MUNICIPAL;"UTENOR SA L 722"
08/2017;MUNICIPAL;"YITOS S.A."
07/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
07/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
07/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
07/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
07/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
07/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
07/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
07/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
07/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
07/2017;MUNICIPAL;"EL URBANO SRL"
07/2017;MUNICIPAL;"EMPRESA 501 SA"
07/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
07/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
07/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
07/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
07/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
07/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
07/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
07/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
07/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
07/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
07/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
07/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
07/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
07/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
07/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
07/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
07/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
07/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
07/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
07/2017;MUNICIPAL;"LA CABAÑA S.A."
07/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
07/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
07/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
07/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
07/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
07/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
07/2017;MUNICIPAL;"LINEA SESENTA SA"
07/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
07/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
07/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
07/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
07/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
07/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
07/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
07/2017;MUNICIPAL;"MICROEXPRES S.A."
07/2017;MUNICIPAL;"NUEVO IDEAL S.A."
07/2017;MUNICIPAL;"PILAR BUS S.A"
07/2017;MUNICIPAL;"RUTA BUS S.A."
07/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
07/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
07/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
07/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
07/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
07/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
07/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
07/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
07/2017;MUNICIPAL;"UNION PLATENSE SRL"
07/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
07/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
07/2017;MUNICIPAL;"UTENOR SA L 722"
07/2017;MUNICIPAL;"YITOS S.A."
06/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
06/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
06/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
06/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
06/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
06/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
06/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
06/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
06/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
06/2017;MUNICIPAL;"EL URBANO SRL"
06/2017;MUNICIPAL;"EMPRESA 501 SA"
06/2017;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
06/2017;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
06/2017;MUNICIPAL;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L"
06/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
06/2017;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
06/2017;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
06/2017;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
06/2017;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
06/2017;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
06/2017;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
06/2017;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
06/2017;MUNICIPAL;"EMRESA MONTERREY S.R.L."
06/2017;MUNICIPAL;"EXPRESO ARSENO SRL"
06/2017;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
06/2017;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
06/2017;MUNICIPAL;"EXPRESO VILLA GALICIA SAN JOSE S.A."
06/2017;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
06/2017;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
06/2017;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
06/2017;MUNICIPAL;"LA CABAÑA S.A."
06/2017;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
06/2017;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
06/2017;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
06/2017;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
06/2017;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
06/2017;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
06/2017;MUNICIPAL;"LINEA SESENTA SA"
06/2017;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
06/2017;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
06/2017;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
06/2017;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
06/2017;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
06/2017;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
06/2017;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
06/2017;MUNICIPAL;"MICROEXPRES S.A."
06/2017;MUNICIPAL;"NUEVO IDEAL S.A."
06/2017;MUNICIPAL;"PILAR BUS S.A"
06/2017;MUNICIPAL;"RUTA BUS S.A."
06/2017;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
06/2017;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
06/2017;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
06/2017;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
06/2017;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
06/2017;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
06/2017;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
06/2017;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
06/2017;MUNICIPAL;"UNION PLATENSE SRL"
06/2017;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T"
06/2017;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
06/2017;MUNICIPAL;"UTENOR SA L 722"
06/2017;MUNICIPAL;"YITOS S.A."
05/2017;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
05/2017;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
05/2017;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
05/2017;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
05/2017;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
05/2017;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
05/2017;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
05/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
05/2017;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
05/2017;MUNICIPAL;"EL URBANO SRL"
