GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
E11_brand_stretching,Ban on identifying non-tobacco products with tobacco brand names,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1310,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1293,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2756,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Not applicable,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Not applicable,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Not applicable,,,,,,
E14b_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Not applicable,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E15b_sponsor_contribution,"Ban on any form of contribution (financial or other support) to any event, activity or individual",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4583,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E2_intl_tv_radio,Ban on advertising on international television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1305,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
